"","x"
"3439",110997
"3440",282487
"3441",282285
"3442",157973
"3443",299979
"3444",117909
"3445",120766
"3446",106130
"3447",289411
"3448",154116
"3449",135281
"3450",122451
"3451",127402
"3452",110179
"3453",310647
"3454",162771
"3455",284541
"3456",160034
"3457",285403
"3458",326780
"3459",138406
"3460",287476
"3461",124982
"3462",107964
"3463",110493
"3464",156803
"3465",116909
"3466",126032
"3467",307801
"3468",122575
"3469",328100
"3470",14377
"3471",297379
"3472",173344
"3473",324191
"3474",167105
"3475",322162
"3476",328428
"3477",324250
"3478",111623
"3479",161059
"3480",174628
"3481",290298
"3482",297527
"3483",126765
"3484",311261
"3485",161891
"3486",281399
"3487",162923
"3488",283489
"3489",132897
"3490",311475
"3491",312891
"3492",173961
"3493",122268
"3494",17868
"3495",19475
"3496",297082
"3497",316838
"3498",160715
"3499",175147
"3500",104517
"3501",110057
"3502",156480
"3503",304726
"3504",283112
"3505",13985
"3506",130489
"3507",165164
"3508",132377
"3509",117627
"3510",138054
"3511",104557
"3512",5611
"3513",327743
"3514",110207
"3515",124878
"3516",141726
"3517",284807
"3518",305726
"3519",284919
"3520",307268
"3521",308168
"3522",172380
"3523",313235
"3524",324057
"3525",22875
"3526",321633
"3527",130372
"3528",161698
"3529",112181
"3530",327828
"3531",316265
"3532",298492
"3533",150094
"3534",119290
"3535",298731
"3536",113360
"3537",111291
"3538",289548
"3539",168600
"3540",286643
"3541",105970
"3542",160611
"3543",299965
"3544",172832
"3545",148066
"3546",145330
"3547",277129
"3548",18387
"3549",323994
"3550",148687
"3551",165478
"3552",163658
"3553",324102
"3554",106299
"3555",325485
"3556",23131
"3557",146759
"3558",327397
"3559",105971
"3560",129004
"3561",175112
"3562",288572
"3563",140082
"3564",164531
"3565",301211
"3566",311345
"3567",308187
"3568",324992
"3569",327805
"3570",283555
"3571",306352
"3572",161647
"3573",136369
"3574",113539
"3575",326407
"3576",157629
"3577",325421
"3578",281958
"3579",109423
"3580",160002
"3581",171278
"3582",158964
"3583",130824
"3584",300174
"3585",168012
"3586",156720
"3587",298104
"3588",324457
"3589",317604
"3590",299327
"3591",161589
"3592",154939
"3593",146680
"3594",328064
"3595",292016
"3596",108967
"3597",321031
"3598",313338
"3599",104553
"3600",304196
"3601",290134
"3602",285077
"3603",327470
"3604",298653
"3605",125139
"3606",310587
"3607",309619
"3608",109446
"3609",311575
"3610",138528
"3611",326607
"3612",131193
"3613",105062
"3614",283494
"3615",324052
"3616",292983
"3617",310205
"3618",149136
"3619",156902
"3620",170534
"3621",315819
"3622",304423
"3623",116057
"3624",126052
"3625",291213
"3626",325532
"3627",283283
"3628",131534
"3629",114067
"3630",297414
"3631",151695
"3632",167297
"3633",284844
"3634",327541
"3635",167811
"3636",105471
"3637",284879
"3638",117050
"3639",160265
"3640",306257
"3641",140330
"3642",157034
"3643",286178
"3644",281998
"3645",277131
"3646",158959
"3647",174695
"3648",282195
"3649",158905
"3650",323255
"3651",226583
"3652",305498
"3653",6627
"3654",307387
"3655",29357
"3656",108564
"3657",111296
"3658",321653
"3659",108928
"3660",156905
"3661",290658
"3662",319363
"3663",108668
"3664",324997
"3665",291960
"3666",152429
"3667",106816
"3668",139666
"3669",166970
"3670",289737
"3671",299961
"3672",147082
"3673",161186
"3674",321757
"3675",313255
"3676",156945
"3677",150964
"3678",124613
"3679",305927
"3680",222520
"3681",283723
"3682",126236
"3683",109684
"3684",298259
"3685",116218
"3686",295178
"3687",107454
"3688",169854
"3689",172249
"3690",135986
"3691",307424
"3692",104793
"3693",328021
"3694",301127
"3695",123698
"3696",318288
"3697",246788
"3698",168652
"3699",328247
"3700",317930
"3701",309174
"3702",296583
"3703",325101
"3704",326104
"3705",315219
"3706",310906
"3707",116085
"3708",142910
"3709",6247
"3710",110699
"3711",110986
"3712",149007
"3713",147353
"3714",169857
"3715",173553
"3716",282477
"3717",288382
"3718",159574
"3719",110472
"3720",324475
"3721",105726
"3722",304881
"3723",298272
"3724",318036
"3725",302076
"3726",226560
"3727",163378
"3728",116091
"3729",318369
"3730",291394
"3731",145023
"3732",167055
"3733",285378
"3734",289384
"3735",316128
"3736",157433
"3737",119759
"3738",326858
"3739",112697
"3740",306994
"3741",325489
"3742",7897
"3743",316649
"3744",325761
"3745",306874
"3746",226520
"3747",125573
"3748",327165
"3749",308192
"3750",314816
"3751",314154
"3752",824
"3753",155231
"3754",290565
"3755",163493
"3756",120593
"3757",325678
"3758",284188
"3759",136979
"3760",1489
"3761",115994
"3762",299361
"3763",159506
"3764",166090
"3765",293909
"3766",304406
"3767",288903
"3768",325732
"3769",145265
"3770",282292
"3771",161413
"3772",162754
"3773",305772
"3774",281133
"3775",167882
"3776",147012
"3777",162674
"3778",298007
"3779",150351
"3780",319618
"3781",108271
"3782",282423
"3783",172932
"3784",298989
"3785",169667
"3786",299818
"3787",314975
"3788",172556
"3789",306486
"3790",288041
"3791",138253
"3792",137028
"3793",105176
"3794",109995
"3795",156308
"3796",314783
"3797",119661
"3798",283330
"3799",299407
"3800",286230
"3801",142994
"3802",326683
"3803",327373
"3804",159616
"3805",324261
"3806",109612
"3807",283397
"3808",289142
"3809",323400
"3810",293551
"3811",286411
"3812",326985
"3813",114572
"3814",160415
"3815",311054
"3816",145261
"3817",105958
"3818",322596
"3819",171293
"3820",170325
"3821",171908
"3822",327034
"3823",286087
"3824",109522
"3825",144782
"3826",327099
"3827",317242
"3828",149171
"3829",167905
"3830",306504
"3831",108030
"3832",137724
"3833",321989
"3834",153665
"3835",120535
"3836",156389
"3837",310275
"3838",269900
"3839",285249
"3840",317077
"3841",159738
"3842",146990
"3843",298354
"3844",133535
"3845",44181
"3846",159450
"3847",816
"3848",166241
"3849",286251
"3850",319296
"3851",283639
"3852",306546
"3853",286673
"3854",325089
"3855",111318
"3856",301285
"3857",152136
"3858",135188
"3859",326890
"3860",121184
"3861",134952
"3862",108604
"3863",109845
"3864",286612
"3865",156934
"3866",165442
"3867",123499
"3868",171816
"3869",290191
"3870",301921
"3871",137080
"3872",165459
"3873",142463
"3874",154413
"3875",142195
"3876",317521
"3877",157316
"3878",119656
"3879",311984
"3880",290343
"3881",300503
"3882",156185
"3883",173310
"3884",106336
"3885",326745
"3886",166688
"3887",287966
"3888",318330
"3889",171659
"3890",286084
"3891",130814
"3892",308002
"3893",153425
"3894",107271
"3895",140736
"3896",164825
"3897",277165
"3898",299272
"3899",158173
"3900",114245
"3901",105981
"3902",165028
"3903",285602
"3904",152515
"3905",110754
"3906",119880
"3907",291957
"3908",112607
"3909",298268
"3910",301593
"3911",111090
"3912",282807
"3913",166201
"3914",154131
"3915",157222
"3916",115108
"3917",325831
"3918",295190
"3919",164411
"3920",297796
"3921",107908
"3922",309506
"3923",289028
"3924",307513
"3925",175441
"3926",124261
"3927",321271
"3928",319208
"3929",313456
"3930",315672
"3931",117737
"3932",298739
"3933",158069
"3934",147013
"3935",154625
"3936",282863
"3937",110657
"3938",121024
"3939",173773
"3940",159018
"3941",152301
"3942",325958
"3943",143329
"3944",312329
"3945",149335
"3946",171023
"3947",104851
"3948",110277
"3949",314629
"3950",305481
"3951",155436
"3952",301981
"3953",144837
"3954",327357
"3955",110950
"3956",299583
"3957",123105
"3958",160211
"3959",133204
"3960",166117
"3961",138305
"3962",291463
"3963",109923
"3964",328040
"3965",107649
"3966",159052
"3967",312601
"3968",122638
"3969",128483
"3970",127473
"3971",322755
"3972",150791
"3973",144008
"3974",289395
"3975",323282
"3976",301354
"3977",317344
"3978",139162
"3979",160229
"3980",297397
"3981",124744
"3982",322494
"3983",327747
"3984",301040
"3985",298973
"3986",327008
"3987",109840
"3988",110302
"3989",309041
"3990",172151
"3991",165710
"3992",106233
"3993",315650
"3994",153591
"3995",305066
"3996",151190
"3997",110836
"3998",161571
"3999",170543
"4000",285141
"4001",148964
"4002",288879
"4003",134364
"4004",289151
"4005",143456
"4006",140980
"4007",322488
"4008",323225
"4009",306284
"4010",311336
"4011",171672
"4012",172103
"4013",322420
"4014",154922
"4015",292526
"4016",324487
"4017",290227
"4018",110684
"4019",110681
"4020",292411
"4021",170017
"4022",175335
"4023",107922
"4024",110682
"4025",110885
"4026",310679
"4027",119836
"4028",153712
"4029",110137
"4030",327867
"4031",277031
"4032",108341
"4033",324459
"4034",324586
"4035",167238
"4036",158672
"4037",307997
"4038",111242
"4039",289751
"4040",304612
"4041",305631
"4042",166084
"4043",298733
"4044",133986
"4045",307865
"4046",299102
"4047",171735
"4048",160776
"4049",310146
"4050",315118
"4051",309628
"4052",132295
"4053",119166
"4054",166372
"4055",155597
"4056",325894
"4057",118156
"4058",316760
"4059",282301
"4060",137277
"4061",109376
"4062",125882
"4063",141014
"4064",167485
"4065",148709
"4066",323332
"4067",286211
"4068",118817
"4069",282005
"4070",110353
"4071",310241
"4072",157832
"4073",166973
"4074",295339
"4075",124560
"4076",285824
"4077",111097
"4078",170969
"4079",141772
"4080",157073
"4081",110394
"4082",109524
"4083",167818
"4084",131257
"4085",110409
"4086",111362
"4087",182512
"4088",312425
"4089",297324
"4090",306441
"4091",134484
"4092",321846
"4093",319484
"4094",157533
"4095",282639
"4096",108679
"4097",105413
"4098",298198
"4099",115231
"4100",148106
"4101",149549
"4102",8158
"4103",173624
"4104",145711
"4105",325809
"4106",291195
"4107",141819
"4108",147092
"4109",327006
"4110",288863
"4111",249787
"4112",170787
"4113",291477
"4114",314172
"4115",301274
"4116",127132
"4117",125738
"4118",292254
"4119",39262
"4120",289329
"4121",42132
"4122",123608
"4123",324312
"4124",161581
"4125",137825
"4126",307781
"4127",153278
"4128",306068
"4129",134062
"4130",291780
"4131",107758
"4132",310907
"4133",107754
"4134",111453
"4135",226708
"4136",156937
"4137",129301
"4138",311508
"4139",282196
"4140",124332
"4141",144133
"4142",281808
"4143",106909
"4144",140504
"4145",114173
"4146",123037
"4147",307189
"4148",152588
"4149",309094
"4150",312132
"4151",285538
"4152",39062
"4153",877
"4154",297302
"4155",160732
"4156",165267
"4157",311358
"4158",297423
"4159",287741
"4160",116140
"4161",328334
"4162",284839
"4163",282663
"4164",134500
"4165",122482
"4166",107517
"4167",304433
"4168",105736
"4169",309148
"4170",316401
"4171",288180
"4172",148662
"4173",120222
"4174",155486
"4175",306723
"4176",106304
"4177",324941
"4178",307507
"4179",317554
"4180",132694
"4181",318664
"4182",290102
"4183",325252
"4184",292916
"4185",312052
"4186",117917
"4187",226628
"4188",112182
"4189",314822
"4190",110284
"4191",285903
"4192",115504
"4193",108045
"4194",323384
"4195",282965
"4196",156280
"4197",110877
"4198",297666
"4199",114637
"4200",148674
"4201",172298
"4202",110372
"4203",300214
"4204",313337
"4205",305016
"4206",131934
"4207",290430
"4208",146385
"4209",164408
"4210",206518
"4211",156651
"4212",152253
"4213",142202
"4214",151478
"4215",22449
"4216",158823
"4217",135296
"4218",283390
"4219",158200
"4220",133279
"4221",119537
"4222",110434
"4223",315629
"4224",323442
"4225",143513
"4226",282804
"4227",314602
"4228",150946
"4229",318842
"4230",3978
"4231",148531
"4232",166003
"4233",122266
"4234",125303
"4235",310565
"4236",281280
"4237",152303
"4238",311808
"4239",293256
"4240",141504
"4241",156933
"4242",284598
"4243",313469
"4244",105662
"4245",112486
"4246",285309
"4247",108958
"4248",135661
"4249",111740
"4250",114404
"4251",307344
"4252",125549
"4253",116865
"4254",119800
"4255",108091
"4256",305118
"4257",166145
"4258",314538
"4259",153452
"4260",324211
"4261",323152
"4262",159025
"4263",159201
"4264",119467
"4265",304297
"4266",325308
"4267",319125
"4268",290981
"4269",316434
"4270",291484
"4271",323024
"4272",104928
"4273",137751
"4274",283653
"4275",291834
"4276",110391
"4277",122212
"4278",19608
"4279",131344
"4280",325760
"4281",110739
"4282",282906
"4283",164971
"4284",105161
"4285",302100
"4286",282576
"4287",111082
"4288",7754
"4289",128450
"4290",328459
"4291",113569
"4292",284874
"4293",145460
"4294",220519
"4295",131236
"4296",155846
"4297",25536
"4298",311876
"4299",159681
"4300",166911
"4301",326545
"4302",221530
"4303",289603
"4304",3870
"4305",611
"4306",327652
"4307",307648
"4308",318799
"4309",112556
"4310",117734
"4311",118059
"4312",155697
"4313",134873
"4314",147578
"4315",156663
"4316",106321
"4317",171670
"4318",299249
"4319",131699
"4320",106440
"4321",285991
"4322",283226
"4323",142558
"4324",160255
"4325",297926
"4326",289401
"4327",325199
"4328",169659
"4329",300305
"4330",323969
"4331",116471
"4332",315967
"4333",137423
"4334",108834
"4335",109965
"4336",175144
"4337",145570
"4338",105650
"4339",160319
"4340",322894
"4341",287980
"4342",151330
"4343",154616
"4344",108031
"4345",277038
"4346",323503
"4347",109596
"4348",128627
"4349",166282
"4350",173383
"4351",322813
"4352",107485
"4353",283107
"4354",135729
"4355",165048
"4356",318405
"4357",312978
"4358",289345
"4359",160088
"4360",111423
"4361",174288
"4362",168071
"4363",285620
"4364",327902
"4365",297583
"4366",293159
"4367",316259
"4368",157798
"4369",104549
"4370",109112
"4371",105363
"4372",11643
"4373",283004
"4374",16686
"4375",104859
"4376",294631
"4377",299471
"4378",309535
"4379",107890
"4380",174058
"4381",309271
"4382",130320
"4383",110814
"4384",299829
"4385",160585
"4386",106327
"4387",132513
"4388",105247
"4389",124729
"4390",109319
"4391",149582
"4392",297718
"4393",174694
"4394",173767
"4395",108468
"4396",301565
"4397",159573
"4398",108982
"4399",126976
"4400",133936
"4401",312131
"4402",289592
"4403",121529
"4404",128868
"4405",327060
"4406",105959
"4407",114968
"4408",163142
"4409",153261
"4410",316354
"4411",157900
"4412",121700
"4413",325297
"4414",324137
"4415",160344
"4416",131417
"4417",143771
"4418",326708
"4419",299593
"4420",317929
"4421",116089
"4422",326596
"4423",153975
"4424",131097
"4425",307719
"4426",323620
"4427",327065
"4428",112323
"4429",285961
"4430",325807
"4431",154861
"4432",156409
"4433",286228
"4434",323605
"4435",107290
"4436",128518
"4437",170121
"4438",310512
"4439",157998
"4440",323495
"4441",162296
"4442",328093
"4443",328587
"4444",297957
"4445",298079
"4446",159564
"4447",165516
"4448",114556
"4449",310349
"4450",121382
"4451",107183
"4452",309397
"4453",125145
"4454",151848
"4455",325400
"4456",171988
"4457",140594
"4458",325499
"4459",281943
"4460",315289
"4461",154311
"4462",149742
"4463",106664
"4464",106926
"4465",171481
"4466",325407
"4467",170909
"4468",110038
"4469",162399
"4470",156959
"4471",112525
"4472",110271
"4473",318599
"4474",171849
"4475",156208
"4476",118269
"4477",151778
"4478",293131
"4479",322851
"4480",299918
"4481",288566
"4482",168156
"4483",166927
"4484",135701
"4485",161096
"4486",168256
"4487",154927
"4488",107420
"4489",148976
"4490",157514
"4491",325629
"4492",159559
"4493",111268
"4494",111230
"4495",140370
"4496",147592
"4497",107432
"4498",147253
"4499",310249
"4500",132837
"4501",305768
"4502",319324
"4503",311980
"4504",149621
"4505",106838
"4506",323146
"4507",145540
"4508",312918
"4509",170309
"4510",307382
"4511",293054
"4512",305737
"4513",121335
"4514",105060
"4515",154481
"4516",286198
"4517",151170
"4518",143041
"4519",164081
"4520",107289
"4521",305482
"4522",299795
"4523",173736
"4524",171821
"4525",299275
"4526",40258
"4527",306449
"4528",106193
"4529",285866
"4530",148209
"4531",119635
"4532",313296
"4533",314066
"4534",108837
"4535",167816
"4536",110407
"4537",324253
"4538",167714
"4539",316473
"4540",306399
"4541",315730
"4542",316723
"4543",147662
"4544",322542
"4545",135406
"4546",291396
"4547",2748
"4548",173355
"4549",157835
"4550",308097
"4551",305130
"4552",150264
"4553",165145
"4554",143379
"4555",109228
"4556",316443
"4557",286201
"4558",160294
"4559",156543
"4560",149782
"4561",291853
"4562",152957
"4563",108139
"4564",128600
"4565",281406
"4566",304290
"4567",299732
"4568",129422
"4569",292050
"4570",107702
"4571",106805
"4572",315088
"4573",128117
"4574",133196
"4575",148045
"4576",325601
"4577",115207
"4578",116083
"4579",108141
"4580",290338
"4581",297747
"4582",113925
"4583",288981
"4584",167225
"4585",149046
"4586",315254
"4587",150516
"4588",172367
"4589",117527
"4590",110180
"4591",130032
"4592",111273
"4593",306346
"4594",313466
"4595",165931
"4596",316199
"4597",285998
"4598",284659
"4599",226661
"4600",111043
"4601",169173
"4602",8032
"4603",167610
"4604",307803
"4605",313907
"4606",158140
"4607",306217
"4608",311296
"4609",326599
"4610",317477
"4611",300409
"4612",139886
"4613",130475
"4614",104536
"4615",158872
"4616",41353
"4617",134852
"4618",144072
"4619",154092
"4620",160359
"4621",222515
"4622",318366
"4623",166263
"4624",282237
"4625",113200
"4626",162878
"4627",135556
"4628",327854
"4629",160614
"4630",152581
"4631",288511
"4632",151367
"4633",157389
"4634",110757
"4635",125101
"4636",226550
"4637",167026
"4638",327619
"4639",105686
"4640",286066
"4641",155408
"4642",327631
"4643",310632
"4644",174761
"4645",309419
"4646",139022
"4647",170912
"4648",105367
"4649",128356
"4650",174704
"4651",107593
"4652",304236
"4653",304401
"4654",165782
"4655",323171
"4656",141969
"4657",129803
"4658",118729
"4659",158798
"4660",124121
"4661",309098
"4662",312875
"4663",115927
"4664",328418
"4665",160052
"4666",328128
"4667",172467
"4668",145467
"4669",134714
"4670",156740
"4671",10603
"4672",160377
"4673",328185
"4674",297745
"4675",299882
"4676",139627
"4677",144136
"4678",124235
"4679",289306
"4680",306882
"4681",110992
"4682",283588
"4683",300557
"4684",106408
"4685",323438
"4686",165811
"4687",125721
"4688",173559
"4689",156213
"4690",281915
"4691",321606
"4692",108601
"4693",109013
"4694",290006
"4695",109981
"4696",108797
"4697",134684
"4698",128373
"4699",109587
"4700",291708
"4701",153918
"4702",309311
"4703",159004
"4704",127337
"4705",147056
"4706",282712
"4707",150018
"4708",306615
"4709",305619
"4710",172202
"4711",313244
"4712",120293
"4713",143178
"4714",150641
"4715",121591
"4716",286581
"4717",111944
"4718",290893
"4719",312203
"4720",153241
"4721",282746
"4722",313074
"4723",314867
"4724",298774
"4725",173565
"4726",106073
"4727",105434
"4728",301329
"4729",144313
"4730",154690
"4731",108600
"4732",119145
"4733",155133
"4734",318724
"4735",164874
"4736",107750
"4737",139347
"4738",168907
"4739",165983
"4740",281938
"4741",199513
"4742",164532
"4743",287965
"4744",317241
"4745",3441
"4746",127927
"4747",125409
"4748",122021
"4749",107475
"4750",284775
"4751",106508
"4752",107356
"4753",296831
"4754",105820
"4755",124004
"4756",283131
"4757",317532
"4758",308336
"4759",285229
"4760",127289
"4761",113074
"4762",111272
"4763",110263
"4764",116682
"4765",314293
"4766",226629
"4767",110126
"4768",282750
"4769",129123
"4770",128942
"4771",285106
"4772",289743
"4773",107650
"4774",109131
"4775",141306
"4776",161322
"4777",168039
"4778",315146
"4779",287884
"4780",305636
"4781",142617
"4782",172559
"4783",46217
"4784",110813
"4785",156319
"4786",311653
"4787",168948
"4788",292627
"4789",170786
"4790",284722
"4791",168670
"4792",147181
"4793",319509
"4794",111908
"4795",315569
"4796",114058
"4797",116570
"4798",297712
"4799",107489
"4800",121820
"4801",157755
"4802",316785
"4803",169329
"4804",317291
"4805",108149
"4806",310702
"4807",108086
"4808",311646
"4809",107672
"4810",282449
"4811",115945
"4812",173292
"4813",126911
"4814",317966
"4815",154124
"4816",145530
"4817",106991
"4818",160563
"4819",282753
"4820",297145
"4821",105365
"4822",306823
"4823",148760
"4824",137661
"4825",112360
"4826",319290
"4827",313285
"4828",298193
"4829",143593
"4830",162276
"4831",317537
"4832",105163
"4833",297738
"4834",319069
"4835",298257
"4836",156541
"4837",298451
"4838",148484
"4839",213518
"4840",111257
"4841",159862
"4842",299564
"4843",106489
"4844",171953
"4845",318940
"4846",288743
"4847",317239
"4848",299615
"4849",173822
"4850",175206
"4851",296844
"4852",297643
"4853",317275
"4854",309219
"4855",174590
"4856",288334
"4857",317455
"4858",290927
"4859",304083
"4860",119679
"4861",145329
"4862",288758
"4863",301325
"4864",300354
"4865",312567
"4866",154242
"4867",142913
"4868",281038
"4869",299398
"4870",282051
"4871",142531
"4872",300292
"4873",119300
"4874",312982
"4875",117299
"4876",107069
"4877",108742
"4878",281570
"4879",308183
"4880",104652
"4881",166087
"4882",107639
"4883",108001
"4884",315851
"4885",292158
"4886",297171
"4887",160745
"4888",123824
"4889",114922
"4890",285526
"4891",281496
"4892",141661
"4893",118961
"4894",169236
"4895",124513
"4896",117410
"4897",119576
"4898",119239
"4899",299658
"4900",315500
"4901",39550
"4902",318345
"4903",105179
"4904",285044
"4905",146493
"4906",314890
"4907",317727
"4908",154522
"4909",308970
"4910",158022
"4911",288114
"4912",126826
"4913",110093
"4914",107636
"4915",130715
"4916",152331
"4917",124471
"4918",307037
"4919",319348
"4920",289183
"4921",170391
"4922",166226
"4923",170339
"4924",165434
"4925",158713
"4926",43793
"4927",138706
"4928",174129
"4929",108417
"4930",108530
"4931",127357
"4932",300899
"4933",122320
"4934",116771
"4935",291953
"4936",291033
"4937",106698
"4938",286065
"4939",128216
"4940",308909
"4941",299810
"4942",318373
"4943",290241
"4944",174204
"4945",156400
"4946",288512
"4947",105010
"4948",142457
"4949",165926
"4950",107202
"4951",160356
"4952",107363
"4953",106191
"4954",146543
"4955",159641
"4956",160097
"4957",300645
"4958",302050
"4959",120462
"4960",149971
"4961",161881
"4962",309044
"4963",137038
"4964",104948
"4965",8365
"4966",106042
"4967",319638
"4968",306474
"4969",319275
"4970",300460
"4971",115439
"4972",116933
"4973",163267
"4974",155812
"4975",291921
"4976",111147
"4977",318448
"4978",115079
"4979",194513
"4980",128723
"4981",156873
"4982",157620
"4983",283771
"4984",287909
"4985",316896
"4986",283414
"4987",304924
"4988",173272
"4989",140796
"4990",106173
"4991",318056
"4992",286435
"4993",149003
"4994",142238
"4995",162476
"4996",142276
"4997",163057
"4998",135118
"4999",104808
"5000",115357
"5001",110112
"5002",169840
"5003",164942
"5004",306187
"5005",111010
"5006",121802
"5007",108614
"5008",115306
"5009",165306
"5010",320821
"5011",145078
"5012",159017
"5013",169571
"5014",109900
"5015",161921
"5016",148469
"5017",111587
"5018",151437
"5019",111855
"5020",297181
"5021",113592
"5022",140367
"5023",314158
"5024",114276
"5025",119376
"5026",214512
"5027",163336
"5028",310044
"5029",145026
"5030",108687
"5031",146270
"5032",294547
"5033",111044
"5034",128606
"5035",107054
"5036",106482
"5037",317704
"5038",315438
"5039",311756
"5040",283081
"5041",299296
"5042",112266
"5043",112409
"5044",311376
"5045",142821
"5046",147048
"5047",318967
"5048",287466
"5049",305087
"5050",309001
"5051",109034
"5052",111308
"5053",316474
"5054",307278
"5055",309255
"5056",110085
"5057",155271
"5058",151953
"5059",151202
"5060",318868
"5061",306904
"5062",165124
"5063",166159
"5064",106649
"5065",169576
"5066",170036
"5067",131423
"5068",117198
"5069",133802
"5070",153991
"5071",283515
"5072",285653
"5073",519
"5074",141590
"5075",315686
"5076",316856
"5077",115337
"5078",318058
"5079",299951
"5080",150120
"5081",144278
"5082",297761
"5083",130189
"5084",143138
"5085",309373
"5086",149108
"5087",167381
"5088",131570
"5089",133693
"5090",318983
"5091",148870
"5092",127486
"5093",293206
"5094",300546
"5095",119262
"5096",317824
"5097",173054
"5098",104540
"5099",119232
"5100",150008
"5101",283292
"5102",115443
"5103",135603
"5104",162200
"5105",118788
"5106",288210
"5107",156059
"5108",317806
"5109",311424
"5110",169727
"5111",107648
"5112",106102
"5113",163575
"5114",120267
"5115",296866
"5116",317061
"5117",113833
"5118",313185
"5119",165484
"5120",154543
"5121",117949
"5122",108799
"5123",173195
"5124",122020
"5125",293288
"5126",311102
"5127",313979
"5128",150250
"5129",317315
"5130",226589
"5131",286248
"5132",159398
"5133",314340
"5134",124855
"5135",165129
"5136",139652
"5137",313799
"5138",145552
"5139",163163
"5140",116816
"5141",317552
"5142",284187
"5143",316851
"5144",304577
"5145",318083
"5146",284736
"5147",107422
"5148",105878
"5149",138023
"5150",119890
"5151",161836
"5152",290288
"5153",160268
"5154",134834
"5155",131943
"5156",142527
"5157",291109
"5158",312063
"5159",105302
"5160",298195
"5161",315106
"5162",146401
"5163",118943
"5164",104740
"5165",165856
"5166",289462
"5167",311742
"5168",8384
"5169",131342
"5170",305645
"5171",305988
"5172",319411
"5173",319100
"5174",165193
"5175",104875
"5176",319143
"5177",162826
"5178",144441
"5179",292760
"5180",313195
"5181",122836
"5182",290347
"5183",313051
"5184",111950
"5185",299460
"5186",146322
"5187",291307
"5188",144155
"5189",108042
"5190",319013
"5191",5685
"5192",158641
"5193",146761
"5194",110035
"5195",153104
"5196",284796
"5197",156109
"5198",105900
"5199",289103
"5200",319410
"5201",173676
"5202",118668
"5203",108976
"5204",159550
"5205",141899
"5206",160990
"5207",314173
"5208",157083
"5209",157082
"5210",319339
"5211",306781
"5212",145256
"5213",294673
"5214",158849
"5215",311471
"5216",164420
"5217",123557
"5218",111083
"5219",319191
"5220",176516
"5221",316705
"5222",133260
"5223",172938
"5224",310849
"5225",289863
"5226",131796
"5227",316132
"5228",314428
"5229",309709
"5230",121922
"5231",321085
"5232",155584
"5233",155270
"5234",157074
"5235",157081
"5236",107342
"5237",104595
"5238",314886
"5239",297176
"5240",105720
"5241",143703
"5242",125771
"5243",144078
"5244",287925
"5245",289784
"5246",317435
"5247",140710
"5248",145635
"5249",171062
"5250",108058
"5251",106644
"5252",315903
"5253",288360
"5254",283926
"5255",283374
"5256",304581
"5257",111775
"5258",304411
"5259",28116
"5260",108695
"5261",138556
"5262",106721
"5263",156128
"5264",169008
"5265",311104
"5266",138127
"5267",108017
"5268",314590
"5269",139256
"5270",110886
"5271",116850
"5272",108516
"5273",107847
"5274",143417
"5275",316972
"5276",47090
"5277",7717
"5278",153428
"5279",156549
"5280",286014
"5281",111622
"5282",135915
"5283",282856
"5284",133743
"5285",165200
"5286",321819
"5287",172355
"5288",302005
"5289",314312
"5290",282472
"5291",165590
"5292",107645
"5293",104570
"5294",226650
"5295",315593
"5296",298049
"5297",156384
"5298",152538
"5299",281566
"5300",148364
"5301",126582
"5302",160365
"5303",155355
"5304",130007
"5305",283995
"5306",318328
"5307",311425
"5308",319273
"5309",116714
"5310",315798
"5311",158197
"5312",140086
"5313",284120
"5314",165560
"5315",129667
"5316",285932
"5317",288664
"5318",169533
"5319",108222
"5320",299642
"5321",129927
"5322",319373
"5323",297501
"5324",321829
"5325",127333
"5326",155729
"5327",107653
"5328",298479
"5329",288537
"5330",304665
"5331",149124
"5332",157616
"5333",307400
"5334",158105
"5335",160743
"5336",312823
"5337",321948
"5338",156705
"5339",112608
"5340",109856
"5341",114412
"5342",312491
"5343",277161
"5344",284472
"5345",306552
"5346",310767
"5347",310966
"5348",297314
"5349",166089
"5350",284861
"5351",105910
"5352",107049
"5353",158847
"5354",316446
"5355",288620
"5356",318417
"5357",293737
"5358",281215
"5359",317888
"5360",142968
"5361",319715
"5362",140186
"5363",108592
"5364",307737
"5365",317251
"5366",117287
"5367",149615
"5368",158939
"5369",288088
"5370",157307
"5371",137743
"5372",311368
"5373",312410
"5374",161228
"5375",320849
"5376",108396
"5377",290076
"5378",161602
"5379",319648
"5380",123796
"5381",289502
"5382",109941
"5383",165123
"5384",299544
"5385",319212
"5386",315212
"5387",155317
"5388",282342
"5389",315069
"5390",322260
"5391",304716
"5392",262786
"5393",159903
"5394",284947
"5395",300266
"5396",104596
"5397",146696
"5398",129860
"5399",311762
"5400",309949
"5401",127290
"5402",13162
"5403",288578
"5404",291366
"5405",287619
"5406",282967
"5407",306076
"5408",316557
"5409",127186
"5410",226554
"5411",291884
"5412",169387
"5413",161971
"5414",108340
"5415",314378
"5416",285645
"5417",156148
"5418",309850
"5419",15007
"5420",312558
"5421",273035
"5422",285157
"5423",174632
"5424",312777
"5425",110152
"5426",169208
"5427",148816
"5428",153924
"5429",319584
"5430",171246
"5431",161235
"5432",176520
"5433",310591
"5434",300794
"5435",318725
"5436",156366
"5437",283128
"5438",315663
