"","x"
"10007",324187
"10008",304735
"10009",312724
"10010",155195
"10011",145480
"10012",281262
"10013",286459
"10014",287766
"10015",313186
"10016",163780
"10017",304643
"10018",155885
"10019",292121
"10020",130449
"10021",114861
"10022",148129
"10023",108199
"10024",105271
"10025",160913
"10026",312887
"10027",305038
"10028",301973
"10029",323115
"10030",129975
"10031",311171
"10032",298426
"10033",290254
"10034",151109
"10035",123279
"10036",299357
"10037",168017
"10038",161515
"10039",124506
"10040",283545
"10041",161527
"10042",314875
"10043",285807
"10044",146620
"10045",288375
"10046",134997
"10047",324419
"10048",120836
"10049",1331
"10050",167090
"10051",147417
"10052",108077
"10053",140190
"10054",304105
"10055",299815
"10056",154962
"10057",283236
"10058",141029
"10059",105375
"10060",147843
"10061",121060
"10062",323663
"10063",322228
"10064",104771
"10065",300155
"10066",306343
"10067",323540
"10068",297090
"10069",161004
"10070",162365
"10071",157959
"10072",107590
"10073",2288
"10074",304702
"10075",164498
"10076",285211
"10077",155645
"10078",146588
"10079",111940
"10080",115916
"10081",108260
"10082",151672
"10083",109701
"10084",285263
"10085",315796
"10086",283784
"10087",307667
"10088",148128
"10089",110069
"10090",105409
"10091",297180
"10092",169875
"10093",132341
"10094",175288
"10095",155058
"10096",158668
"10097",288814
"10098",283819
"10099",142214
"10100",269879
"10101",144386
"10102",316029
"10103",300530
"10104",294006
"10105",285502
"10106",105336
"10107",307144
"10108",105508
"10109",131803
"10110",186511
"10111",169846
"10112",106669
"10113",174887
"10114",133697
"10115",309915
"10116",142205
"10117",121384
"10118",164280
"10119",206517
"10120",283886
"10121",160436
"10122",152103
"10123",160171
"10124",174303
"10125",311121
"10126",323807
"10127",158242
"10128",298222
"10129",305013
"10130",304727
"10131",105033
"10132",139587
"10133",151139
"10134",172273
"10135",170560
"10136",305563
"10137",149509
"10138",137440
"10139",160966
"10140",124722
"10141",290001
"10142",138225
"10143",315114
"10144",110669
"10145",143360
"10146",288837
"10147",277164
"10148",166722
"10149",324226
"10150",324429
"10151",282003
"10152",323930
"10153",298632
"10154",304375
"10155",142189
"10156",105986
"10157",318867
"10158",125052
"10159",130807
"10160",118273
"10161",322281
"10162",106357
"10163",131738
"10164",310917
"10165",329
"10166",160914
"10167",109518
"10168",169579
"10169",282963
"10170",135424
"10171",160668
"10172",147495
"10173",147306
"10174",160113
"10175",130930
"10176",323350
"10177",162778
"10178",171128
"10179",125221
"10180",171986
"10181",307049
"10182",309790
"10183",316470
"10184",139138
"10185",323880
"10186",106229
"10187",150031
"10188",111007
"10189",154279
"10190",116744
"10191",290418
"10192",169573
"10193",291546
"10194",311223
"10195",136656
"10196",294021
"10197",110349
"10198",158301
"10199",165763
"10200",153729
"10201",130180
"10202",108986
"10203",113189
"10204",110800
"10205",166567
"10206",324059
"10207",323379
"10208",175077
"10209",147158
"10210",163930
"10211",152374
"10212",322725
"10213",162548
"10214",281645
"10215",299619
"10216",108237
"10217",141522
"10218",157720
"10219",285184
"10220",153677
"10221",324139
"10222",318236
"10223",305389
"10224",142047
"10225",323648
"10226",134366
"10227",122866
"10228",110269
"10229",306860
"10230",169908
"10231",164136
"10232",164646
"10233",284496
"10234",174032
"10235",166483
"10236",312545
"10237",310944
"10238",165899
"10239",172421
"10240",289308
"10241",324030
"10242",145179
"10243",156599
"10244",306165
"10245",163833
"10246",324344
"10247",110242
"10248",169820
"10249",324197
"10250",152095
"10251",281742
"10252",306732
"10253",117592
"10254",875
"10255",111441
"10256",155188
"10257",157275
"10258",160340
"10259",281553
"10260",106052
"10261",300539
"10262",323788
"10263",108627
"10264",106935
"10265",299996
"10266",159563
"10267",158704
"10268",119176
"10269",283217
"10270",323078
"10271",300656
"10272",135533
"10273",145536
"10274",152104
"10275",162996
"10276",312323
"10277",249789
"10278",144719
"10279",106400
"10280",144157
"10281",152689
"10282",288220
"10283",293291
"10284",161888
"10285",104804
"10286",289856
"10287",110928
"10288",107118
"10289",105734
"10290",128161
"10291",285186
"10292",289725
"10293",109213
"10294",160235
"10295",297750
"10296",142512
"10297",132131
"10298",46047
"10299",314965
"10300",313497
"10301",324417
"10302",117681
"10303",132294
"10304",159642
"10305",226545
"10306",165823
"10307",122774
"10308",110491
"10309",144069
"10310",308943
"10311",285415
"10312",151715
"10313",105012
"10314",167828
"10315",132474
"10316",323806
"10317",310523
"10318",318716
"10319",168495
"10320",166291
"10321",119642
"10322",114102
"10323",137295
"10324",170518
"10325",174412
"10326",323820
"10327",308150
"10328",324438
"10329",304920
"10330",109229
"10331",110281
"10332",160632
"10333",169280
"10334",150824
"10335",297516
"10336",172194
"10337",283058
"10338",110049
"10339",147119
"10340",168133
"10341",115639
"10342",157228
"10343",282997
"10344",317418
"10345",105133
"10346",162814
"10347",108076
"10348",323646
"10349",132437
"10350",132161
"10351",112006
"10352",324138
"10353",289128
"10354",281190
"10355",309729
"10356",282371
"10357",131569
"10358",288464
"10359",110376
"10360",323902
"10361",105511
"10362",324281
"10363",143665
"10364",143812
"10365",324124
"10366",105289
"10367",120374
"10368",284352
"10369",153966
"10370",107472
"10371",131976
"10372",108320
"10373",112294
"10374",285746
"10375",110145
"10376",134562
"10377",108365
"10378",130279
"10379",133357
"10380",287933
"10381",324108
"10382",161684
"10383",323451
"10384",171004
"10385",136572
"10386",110953
"10387",119983
"10388",160396
"10389",285967
"10390",161150
"10391",109620
"10392",133373
"10393",156181
"10394",323360
"10395",317097
"10396",29163
"10397",282127
"10398",109329
"10399",145005
"10400",119811
"10401",144996
"10402",152164
"10403",155870
"10404",308010
"10405",156260
"10406",160799
"10407",140432
"10408",323899
"10409",284827
"10410",148901
"10411",106527
"10412",290637
"10413",323494
"10414",305223
"10415",286671
"10416",323864
"10417",306287
"10418",105448
"10419",129971
"10420",294156
"10421",317442
"10422",109933
"10423",283438
"10424",289413
"10425",147309
"10426",324207
"10427",173011
"10428",222517
"10429",146982
"10430",307987
"10431",106043
"10432",112239
"10433",106817
"10434",133953
"10435",314696
"10436",281758
"10437",110397
"10438",322995
"10439",174427
"10440",124784
"10441",293514
"10442",105922
"10443",316715
"10444",314583
"10445",289033
"10446",168937
"10447",157862
"10448",166198
"10449",150529
"10450",110186
"10451",133302
"10452",161184
"10453",291049
"10454",171329
"10455",308193
"10456",165979
"10457",323133
"10458",149454
"10459",168073
"10460",144482
"10461",109534
"10462",287851
"10463",323767
"10464",140299
"10465",316079
"10466",13035
"10467",107341
"10468",297417
"10469",305859
"10470",162185
"10471",112526
"10472",158336
"10473",299896
"10474",317741
"10475",323232
"10476",170196
"10477",161144
"10478",127140
"10479",149101
"10480",281225
"10481",110787
"10482",309186
"10483",113217
"10484",116165
"10485",105916
"10486",170229
"10487",107929
"10488",288206
"10489",147872
"10490",284342
"10491",132386
"10492",170061
"10493",312382
"10494",316551
"10495",288644
"10496",289440
"10497",108369
"10498",168566
"10499",106414
"10500",170346
"10501",108727
"10502",159101
"10503",323772
"10504",160193
"10505",159998
"10506",322703
"10507",127385
"10508",124955
"10509",162939
"10510",152087
"10511",128335
"10512",156331
"10513",155663
"10514",118439
"10515",106577
"10516",154078
"10517",285616
"10518",144228
"10519",147972
"10520",105622
"10521",125209
"10522",312196
"10523",116357
"10524",106984
"10525",47487
"10526",307740
"10527",162011
"10528",129973
"10529",292755
"10530",141988
"10531",133221
"10532",106249
"10533",119135
"10534",105913
"10535",288647
"10536",124298
"10537",281952
"10538",4173
"10539",161263
"10540",132500
"10541",135781
"10542",118285
"10543",288526
"10544",287859
"10545",160108
"10546",324607
"10547",110656
"10548",165620
"10549",309258
"10550",119126
"10551",289785
"10552",162188
"10553",323411
"10554",323280
"10555",296931
"10556",6118
"10557",106432
"10558",312533
"10559",292458
"10560",124465
"10561",108191
"10562",116891
"10563",116048
"10564",143248
"10565",111814
"10566",105267
"10567",323931
"10568",323207
"10569",314178
"10570",157240
"10571",157342
"10572",139217
"10573",290485
"10574",152715
"10575",314740
"10576",158019
"10577",148866
"10578",151517
"10579",131517
"10580",150348
"10581",323846
"10582",111457
"10583",108263
"10584",112674
"10585",286214
"10586",155157
"10587",108780
"10588",120465
"10589",106326
"10590",304814
"10591",108023
"10592",109563
"10593",132022
"10594",297713
"10595",159103
"10596",107646
"10597",168707
"10598",283238
"10599",153600
"10600",162430
"10601",298976
"10602",153410
"10603",311184
"10604",323044
"10605",36956
"10606",168077
"10607",160501
"10608",293073
"10609",115069
"10610",109610
"10611",105741
"10612",131962
"10613",116632
"10614",282843
"10615",149255
"10616",169962
"10617",137283
"10618",148679
"10619",140361
"10620",323268
"10621",284460
"10622",119033
"10623",170071
"10624",307273
"10625",300823
"10626",109554
"10627",130762
"10628",299940
"10629",143254
"10630",281348
"10631",141060
"10632",297464
"10633",136069
"10634",139096
"10635",111514
"10636",106050
"10637",119695
"10638",157833
"10639",133908
"10640",107930
"10641",114258
"10642",323928
"10643",152665
"10644",163080
"10645",307546
"10646",226555
"10647",309024
"10648",118244
"10649",312792
"10650",288157
"10651",166826
"10652",287914
"10653",157618
"10654",137147
"10655",128560
"10656",174433
"10657",107835
"10658",105477
"10659",301321
"10660",107379
"10661",175430
"10662",289759
"10663",161243
"10664",311268
"10665",121812
"10666",106913
"10667",103727
"10668",106236
"10669",323048
"10670",171102
"10671",323196
"10672",2997
"10673",313573
"10674",300273
"10675",307529
"10676",168705
"10677",137374
"10678",175032
"10679",104640
"10680",163613
"10681",3403
"10682",153101
"10683",105985
"10684",141805
"10685",277052
"10686",324181
"10687",286094
"10688",132591
"10689",121496
"10690",312304
"10691",168648
"10692",144234
"10693",173784
"10694",295508
"10695",117284
"10696",13609
"10697",143110
"10698",143112
"10699",104677
"10700",285644
"10701",156577
"10702",283728
"10703",152922
"10704",112028
"10705",315603
"10706",105335
"10707",311843
"10708",132136
"10709",110750
"10710",297521
"10711",126189
"10712",166175
"10713",317104
"10714",111463
"10715",114913
"10716",131655
"10717",151943
"10718",172688
"10719",110429
"10720",311295
"10721",310918
"10722",324329
"10723",126685
"10724",300472
"10725",137779
"10726",318844
"10727",115755
"10728",311555
"10729",160274
"10730",7524
"10731",138743
"10732",131195
"10733",324192
"10734",291252
"10735",169566
"10736",307366
"10737",141602
"10738",313103
"10739",138196
"10740",309865
"10741",304264
"10742",27913
"10743",283569
"10744",10111
"10745",309360
"10746",155113
"10747",107228
"10748",312409
"10749",120859
"10750",31346
"10751",147420
"10752",307477
"10753",323831
"10754",144853
"10755",105443
"10756",166977
"10757",288340
"10758",323380
"10759",22090
"10760",111709
"10761",171905
"10762",136342
"10763",161298
"10764",104777
"10765",160535
"10766",300253
"10767",151418
"10768",122269
"10769",309774
"10770",108772
"10771",306877
"10772",323576
"10773",154387
"10774",166102
"10775",127488
"10776",138602
"10777",149156
"10778",123286
"10779",288133
"10780",124272
"10781",281876
"10782",128199
"10783",170531
"10784",106341
"10785",110350
"10786",160185
"10787",165664
"10788",311289
"10789",114167
"10790",111998
"10791",128699
"10792",110785
"10793",115877
"10794",323879
"10795",168065
"10796",288926
"10797",139648
"10798",159370
"10799",292144
"10800",157834
"10801",104685
"10802",289325
"10803",282611
"10804",282099
"10805",288675
"10806",137758
"10807",324383
"10808",300464
"10809",277121
"10810",138978
"10811",110235
"10812",167820
"10813",282686
"10814",152117
"10815",144534
"10816",104795
"10817",281514
"10818",110818
"10819",298333
"10820",110552
"10821",116021
"10822",127391
"10823",164405
"10824",172329
"10825",107625
"10826",288992
"10827",284519
"10828",226729
"10829",323987
"10830",145743
"10831",106905
"10832",160346
"10833",163921
"10834",173020
"10835",107203
"10836",132662
"10837",143550
"10838",162855
"10839",161417
"10840",323711
"10841",301987
"10842",104783
"10843",117465
"10844",311398
"10845",287883
"10846",124122
"10847",300327
"10848",283249
"10849",122997
"10850",310727
"10851",300925
"10852",108664
"10853",159518
"10854",304514
"10855",114471
"10856",299129
"10857",107315
"10858",324403
"10859",160256
"10860",304084
"10861",300188
"10862",108354
"10863",306384
"10864",286369
"10865",291068
"10866",154136
"10867",38357
"10868",298021
"10869",310335
"10870",119672
"10871",170880
"10872",105142
"10873",129663
"10874",109318
"10875",324058
"10876",138907
"10877",300769
"10878",154209
"10879",318630
"10880",301762
"10881",289344
"10882",173836
"10883",167149
"10884",118896
"10885",108278
"10886",323910
"10887",149320
"10888",323676
"10889",323925
"10890",287487
"10891",309814
"10892",164792
"10893",167017
"10894",172309
"10895",170774
"10896",157861
"10897",125713
"10898",109419
"10899",306523
"10900",108048
"10901",167241
"10902",163812
"10903",131308
"10904",160386
"10905",298441
"10906",143611
"10907",298540
"10908",281947
"10909",324015
"10910",281794
"10911",125557
"10912",304159
"10913",133443
"10914",304427
"10915",106944
"10916",319581
"10917",167195
"10918",158390
"10919",143430
"10920",115046
"10921",127096
"10922",300359
"10923",305395
"10924",293172
"10925",324041
"10926",323534
"10927",135834
"10928",309684
"10929",133839
"10930",305408
"10931",299595
"10932",167999
"10933",165067
"10934",128688
"10935",161528
"10936",141303
"10937",169258
"10938",138189
"10939",154249
"10940",147775
"10941",130051
"10942",156468
"10943",129053
"10944",317282
"10945",286091
"10946",285582
"10947",168955
"10948",107387
"10949",155215
"10950",142255
"10951",168795
"10952",167725
"10953",127739
"10954",283726
"10955",282027
"10956",166679
"10957",323249
"10958",160138
"10959",282580
"10960",311013
"10961",112142
"10962",268818
"10963",137432
"10964",283630
"10965",304570
"10966",168895
"10967",164372
"10968",139068
"10969",277120
"10970",167121
"10971",38747
"10972",114030
"10973",298633
"10974",112016
"10975",324497
"10976",120666
"10977",298050
"10978",174817
"10979",122030
"10980",173621
"10981",114669
"10982",291138
"10983",105811
"10984",148445
"10985",315724
"10986",151620
"10987",297494
"10988",324251
"10989",106060
"10990",159102
"10991",324387
"10992",304370
"10993",314547
"10994",313394
"10995",134738
"10996",124776
"10997",152678
"10998",284281
"10999",310563
"11000",287617
"11001",283576
"11002",152054
"11003",160598
"11004",153454
"11005",158332
"11006",145594
"11007",163918
"11008",157255
"11009",307375
"11010",285486
"11011",135822
"11012",312861
"11013",110471
"11014",291660
"11015",312320
"11016",155268
"11017",322933
"11018",171992
"11019",135431
"11020",163215
"11021",317504
"11022",161948
"11023",130545
"11024",323871
"11025",306064
"11026",128559
"11027",163362
"11028",300269
"11029",106425
"11030",284256
"11031",108916
"11032",105757
"11033",283336
"11034",110960
"11035",324719
"11036",107859
"11037",106126
"11038",165689
"11039",149688
"11040",311629
"11041",143224
"11042",311426
"11043",164039
"11044",141831
"11045",6681
"11046",155976
"11047",157899
"11048",126241
"11049",313240
"11050",313415
"11051",158348
"11052",160681
"11053",323368
"11054",131562
"11055",112567
"11056",322643
"11057",162724
"11058",144535
"11059",107665
"11060",166948
"11061",324633
"11062",283794
"11063",308376
"11064",284866
"11065",110433
"11066",321602
"11067",169067
"11068",161324
"11069",282509
"11070",107853
"11071",310213
"11072",106301
"11073",160079
"11074",304307
"11075",290594
"11076",171096
"11077",323433
"11078",142359
"11079",129338
"11080",158370
"11081",170575
"11082",301900
"11083",156155
"11084",168215
"11085",110909
"11086",101080
"11087",324002
"11088",324643
"11089",324621
"11090",141084
"11091",153256
"11092",168503
"11093",167771
"11094",113422
"11095",106788
"11096",110658
"11097",170571
"11098",282501
"11099",114431
"11100",147248
"11101",301868
"11102",323647
"11103",311299
"11104",324365
"11105",309345
"11106",167227
"11107",298214
"11108",159026
"11109",284968
"11110",108803
"11111",308991
"11112",291065
"11113",158083
"11114",175512
"11115",145800
"11116",226775
"11117",287941
"11118",141854
"11119",161420
"11120",145014
"11121",1329
"11122",111639
"11123",305663
"11124",125739
"11125",151514
"11126",157070
"11127",300100
"11128",323520
"11129",309549
"11130",147984
"11131",109558
"11132",283257
"11133",174631
"11134",162936
"11135",162073
"11136",154899
"11137",286013
"11138",289816
"11139",124839
"11140",174042
"11141",324439
"11142",166139
"11143",166200
"11144",126461
"11145",175184
"11146",264793
"11147",288165
"11148",148763
"11149",289950
"11150",155192
"11151",311568
"11152",124395
"11153",143516
"11154",127684
"11155",119850
"11156",108964
"11157",136559
"11158",156493
"11159",324332
"11160",165031
"11161",291389
"11162",111077
"11163",104951
"11164",288285
"11165",107326
"11166",154425
"11167",109032
"11168",164945
"11169",133488
"11170",282820
"11171",281732
"11172",316754
"11173",108857
"11174",305662
"11175",153533
"11176",300003
"11177",140159
"11178",158043
"11179",269876
"11180",104841
"11181",226760
"11182",308122
"11183",163088
"11184",174733
"11185",110775
"11186",324374
"11187",108913
"11188",310058
"11189",298560
"11190",107857
"11191",268817
"11192",111144
"11193",144902
"11194",140357
"11195",170910
"11196",110177
"11197",289358
"11198",127381
"11199",166641
"11200",133114
"11201",288373
"11202",106713
"11203",281690
"11204",128221
"11205",153763
"11206",112332
"11207",160537
"11208",151570
"11209",323873
"11210",282798
"11211",157768
"11212",139780
"11213",282617
"11214",285722
"11215",226755
"11216",314937
"11217",157311
"11218",296901
"11219",160437
"11220",287465
"11221",153371
"11222",107145
"11223",165216
"11224",107488
"11225",295468
"11226",323347
"11227",324254
"11228",316500
"11229",105864
"11230",150953
"11231",306278
"11232",300895
"11233",113007
"11234",294003
"11235",160023
"11236",282860
"11237",296988
"11238",166119
"11239",153852
"11240",283733
"11241",288195
"11242",118404
"11243",296943
"11244",118473
"11245",161395
"11246",175486
"11247",107960
"11248",109280
"11249",123793
"11250",226599
"11251",105098
"11252",175019
"11253",110696
"11254",109882
"11255",285399
"11256",324320
"11257",107377
"11258",301128
"11259",304680
"11260",111604
"11261",153696
"11262",136839
"11263",156752
"11264",109368
"11265",17486
"11266",139012
"11267",161271
"11268",316597
"11269",139898
"11270",310614
"11271",165865
"11272",314570
"11273",290952
"11274",108033
"11275",170107
"11276",321088
"11277",144546
"11278",146544
"11279",164712
"11280",299883
"11281",159828
"11282",292142
"11283",281939
"11284",285507
"11285",311363
"11286",142481
"11287",119222
"11288",124468
"11289",117500
"11290",159811
"11291",310269
"11292",302038
"11293",170999
"11294",116068
"11295",169610
"11296",167961
"11297",124242
"11298",170763
"11299",123842
"11300",124397
"11301",172326
"11302",119278
"11303",109523
"11304",120818
"11305",154532
"11306",290891
"11307",127844
"11308",110545
"11309",140444
"11310",110901
"11311",139785
"11312",152302
"11313",106302
"11314",148467
"11315",112970
"11316",313420
"11317",104627
"11318",137324
"11319",160494
"11320",162351
"11321",104711
"11322",311746
"11323",164661
"11324",123255
"11325",108891
"11326",123322
"11327",167481
"11328",312253
"11329",310363
"11330",324956
"11331",122085
"11332",159265
"11333",112145
"11334",110508
"11335",110632
"11336",162997
"11337",288941
"11338",299959
"11339",126144
"11340",324554
"11341",153710
"11342",106081
"11343",132253
"11344",119631
"11345",108644
"11346",170052
"11347",282842
"11348",126928
"11349",146975
"11350",113851
"11351",125663
"11352",134881
"11353",156261
"11354",164130
"11355",126393
"11356",109648
"11357",281827
"11358",156062
"11359",307600
"11360",134332
"11361",314878
"11362",105979
"11363",157442
"11364",116508
"11365",285136
"11366",298553
"11367",165174
"11368",125878
"11369",161281
"11370",124456
"11371",105103
"11372",142917
"11373",174408
"11374",127621
"11375",139671
"11376",145184
"11377",315511
"11378",157155
"11379",286313
"11380",324507
"11381",284341
"11382",158192
"11383",109379
"11384",121300
"11385",156974
"11386",306872
"11387",139489
"11388",285955
"11389",282028
"11390",293512
"11391",156640
"11392",173561
"11393",307688
"11394",305031
"11395",324955
"11396",164222
"11397",147518
"11398",110400
"11399",157117
"11400",325027
"11401",305064
"11402",164957
"11403",164270
"11404",108805
"11405",161000
"11406",155730
"11407",159382
"11408",284681
"11409",46206
"11410",134231
"11411",105933
"11412",300025
"11413",311790
"11414",290557
"11415",302070
"11416",289917
"11417",311422
"11418",128996
"11419",281657
"11420",315427
"11421",309538
"11422",306863
"11423",288232
"11424",324114
"11425",309456
"11426",157394
"11427",291826
"11428",299869
"11429",295068
"11430",173083
"11431",115816
"11432",153139
"11433",162712
"11434",324623
"11435",315584
"11436",109413
"11437",110569
"11438",298635
"11439",309748
"11440",160403
"11441",300362
"11442",107095
"11443",109127
"11444",168547
"11445",175098
"11446",106135
"11447",164692
"11448",164341
"11449",169978
"11450",173947
"11451",140786
"11452",315647
"11453",137486
"11454",161110
"11455",324765
"11456",157676
"11457",285823
"11458",305635
"11459",134017
"11460",310936
"11461",324445
"11462",165901
"11463",305194
"11464",132634
"11465",109511
"11466",306661
"11467",172788
"11468",126340
"11469",297693
"11470",290390
"11471",163327
"11472",310485
"11473",111324
"11474",160075
"11475",282177
"11476",312366
"11477",109910
"11478",106837
"11479",109445
"11480",286377
"11481",324946
"11482",128055
"11483",281728
"11484",105162
"11485",148659
"11486",107153
"11487",128866
"11488",300159
"11489",162411
"11490",150087
"11491",289193
"11492",314825
"11493",156494
"11494",108239
"11495",323556
"11496",318072
"11497",130093
"11498",142987
"11499",159922
"11500",298439
"11501",306518
"11502",323509
"11503",297368
"11504",128036
"11505",155049
"11506",168650
"11507",143895
"11508",156946
"11509",145476
"11510",290043
"11511",132481
"11512",323907
"11513",305945
"11514",168812
"11515",298651
"11516",315250
"11517",154248
"11518",312256
"11519",304684
"11520",110806
"11521",312541
"11522",315098
"11523",41835
"11524",118443
"11525",149014
"11526",283696
"11527",301130
"11528",125763
"11529",324675
"11530",287822
"11531",124888
"11532",168788
"11533",324644
"11534",122122
"11535",147900
"11536",107870
"11537",290570
"11538",306283
"11539",148832
"11540",290259
"11541",106999
"11542",146325
"11543",121088
"11544",152043
"11545",316320
"11546",289763
"11547",304420
"11548",140373
"11549",161407
"11550",144351
"11551",151161
"11552",160753
"11553",145748
"11554",291771
"11555",282126
"11556",288557
"11557",300264
"11558",105528
"11559",126295
"11560",126740
"11561",168645
"11562",308031
"11563",161249
"11564",292489
"11565",281049
"11566",318168
"11567",166855
"11568",105867
"11569",174382
"11570",283626
"11571",324094
"11572",324777
"11573",106256
"11574",154216
"11575",299365
"11576",323829
"11577",150821
"11578",324364
"11579",156247
"11580",160080
"11581",137959
"11582",310464
"11583",106841
"11584",169271
"11585",117574
"11586",139758
"11587",108072
"11588",110031
"11589",315110
"11590",163822
"11591",306850
"11592",108542
"11593",157050
"11594",269955
"11595",151138
"11596",106030
"11597",150088
"11598",156862
"11599",142644
"11600",320608
"11601",115123
"11602",106981
"11603",131668
"11604",134006
"11605",136940
"11606",7477
"11607",324493
"11608",124365
"11609",114616
"11610",107099
"11611",113809
"11612",170955
"11613",166812
"11614",109791
"11615",166526
"11616",135037
"11617",162017
"11618",286445
"11619",324306
"11620",125623
"11621",127052
"11622",130337
"11623",325221
"11624",298309
"11625",298056
"11626",174857
"11627",171570
"11628",314509
"11629",147537
"11630",282108
"11631",132844
"11632",131324
"11633",124194
"11634",113584
"11635",156305
"11636",305115
"11637",147052
"11638",292275
"11639",123902
"11640",109049
"11641",164642
"11642",17575
"11643",120573
"11644",167584
"11645",104543
"11646",164370
"11647",110064
"11648",286326
"11649",168369
"11650",127549
"11651",108718
"11652",107438
"11653",324290
"11654",154623
"11655",155336
"11656",110052
"11657",108449
"11658",154934
"11659",283549
"11660",311719
"11661",296294
"11662",108347
"11663",283153
"11664",284803
"11665",309840
"11666",108212
"11667",153646
"11668",104890
"11669",133827
"11670",306471
"11671",113268
"11672",152693
"11673",112024
"11674",117769
"11675",152127
"11676",105414
"11677",110770
"11678",147642
"11679",146015
"11680",324810
"11681",112552
"11682",269840
"11683",309803
"11684",104573
"11685",175419
"11686",299212
"11687",324806
"11688",136481
"11689",289150
"11690",125121
"11691",167729
"11692",112499
"11693",284885
"11694",105891
"11695",282186
"11696",324631
"11697",111968
"11698",109381
"11699",119139
"11700",306473
"11701",117436
"11702",132828
"11703",107306
"11704",153700
"11705",155363
"11706",289184
"11707",324282
"11708",112547
"11709",107956
"11710",309973
"11711",324264
"11712",305188
"11713",296890
"11714",120006
"11715",104729
"11716",109330
"11717",284125
"11718",151480
"11719",173440
"11720",148897
"11721",288224
"11722",133764
"11723",324812
"11724",146041
"11725",130163
"11726",165796
"11727",138930
"11728",152748
"11729",156043
"11730",168581
"11731",105888
"11732",108038
"11733",325111
"11734",168429
"11735",173079
"11736",172217
"11737",131816
"11738",304598
"11739",109671
"11740",138306
"11741",128390
"11742",311915
"11743",165105
"11744",164100
"11745",281704
"11746",158318
"11747",130655
"11748",157475
"11749",170029
"11750",166276
"11751",160850
"11752",161610
"11753",313637
"11754",138148
"11755",130934
"11756",161316
"11757",296180
"11758",124532
"11759",156023
"11760",147814
"11761",116983
"11762",158244
"11763",156889
"11764",125704
"11765",109960
"11766",165518
"11767",108507
"11768",292398
"11769",164193
"11770",122147
"11771",113543
"11772",164442
"11773",122205
"11774",115511
"11775",325077
"11776",144511
"11777",125627
"11778",123243
"11779",157626
"11780",140731
"11781",283553
"11782",169429
"11783",122448
"11784",111576
"11785",285151
"11786",109201
"11787",309916
"11788",319557
"11789",173829
"11790",129443
"11791",125936
"11792",316860
"11793",269894
"11794",157259
"11795",313053
"11796",159013
"11797",104730
"11798",170142
"11799",130849
"11800",105275
"11801",312902
"11802",118910
"11803",298727
"11804",226521
"11805",106785
"11806",285802
"11807",171159
"11808",164320
"11809",323092
"11810",287987
"11811",167463
"11812",324762
"11813",114238
"11814",126055
"11815",127506
"11816",283319
"11817",142714
"11818",297388
"11819",107711
"11820",108156
"11821",168859
"11822",324485
"11823",308511
"11824",152824
"11825",324817
"11826",132264
"11827",312448
"11828",148651
"11829",109678
"11830",168408
"11831",128455
"11832",118832
"11833",109270
"11834",154744
"11835",137772
"11836",105127
"11837",109973
"11838",142197
"11839",3254
"11840",131234
"11841",123636
"11842",286513
"11843",285688
"11844",306765
"11845",307365
"11846",164975
"11847",322864
"11848",125518
"11849",131442
"11850",108233
"11851",127346
"11852",325213
"11853",305817
"11854",140115
"11855",172737
"11856",306260
"11857",108550
"11858",145074
"11859",111717
"11860",111536
"11861",43276
"11862",285848
"11863",304338
"11864",286249
"11865",158470
"11866",164438
"11867",113918
"11868",158708
"11869",111635
"11870",106923
"11871",130919
"11872",143124
"11873",316866
"11874",115751
"11875",110478
"11876",310027
"11877",269910
"11878",291883
"11879",300424
"11880",145543
"11881",289899
"11882",291785
"11883",116511
"11884",117428
"11885",174865
"11886",300753
"11887",306644
"11888",37031
"11889",314704
"11890",287806
"11891",167353
"11892",286628
"11893",146763
"11894",172537
"11895",300332
"11896",142106
"11897",153273
"11898",143788
"11899",123250
"11900",148768
"11901",309411
"11902",157407
"11903",110917
"11904",287468
"11905",112000
"11906",292451
"11907",324899
"11908",317049
"11909",168463
"11910",105168
"11911",106908
"11912",297598
"11913",159043
"11914",291648
"11915",151188
"11916",126812
"11917",124232
"11918",109114
"11919",293933
"11920",125537
"11921",108026
"11922",118641
"11923",151684
"11924",105801
"11925",164192
"11926",294402
"11927",105273
"11928",146796
"11929",105003
"11930",149008
"11931",162210
"11932",118794
"11933",105004
"11934",158463
"11935",160578
"11936",310008
"11937",145159
"11938",148713
"11939",114409
"11940",309116
"11941",105923
"11942",112105
"11943",106164
"11944",127852
"11945",113609
"11946",311052
"11947",301006
"11948",159898
"11949",290245
"11950",111900
"11951",161168
"11952",172961
"11953",287540
"11954",317548
"11955",157095
"11956",285650
"11957",161539
"11958",141588
"11959",169234
"11960",144571
"11961",174336
"11962",125799
"11963",297781
"11964",282718
"11965",123760
"11966",119010
"11967",105707
"11968",144172
"11969",105404
"11970",158374
"11971",127600
"11972",151053
"11973",148222
"11974",148494
"11975",137312
"11976",18266
"11977",169278
"11978",163597
"11979",112505
"11980",121064
"11981",325514
"11982",123526
"11983",156417
"11984",287622
"11985",105939
"11986",111162
"11987",145694
"11988",285637
"11989",134320
"11990",132345
"11991",305465
"11992",104662
"11993",106196
"11994",111815
"11995",124393
"11996",168009
"11997",146220
"11998",145264
"11999",306657
"12000",164952
"12001",164404
"12002",324996
"12003",132237
"12004",140508
"12005",172768
