,0
0,199
1,249
2,361
3,728
4,793
5,816
6,824
7,1252
8,1588
9,2288
10,2748
11,2993
12,5845
13,6210
14,6857
15,8096
16,8158
17,8361
18,14268
19,14559
20,15007
21,18835
22,19585
23,21274
24,22875
25,27240
26,29278
27,30177
28,37550
29,41353
30,42578
31,46217
32,104068
33,104517
34,104518
35,104536
36,104550
37,104559
38,104581
39,104596
40,104604
41,104636
42,104652
43,104677
44,104690
45,104702
46,104726
47,104751
48,104759
49,104784
50,104859
51,104862
52,104863
53,104864
54,104870
55,104889
56,104931
57,104936
58,104942
59,104948
60,104949
61,104950
62,104951
63,104952
64,104973
65,104983
66,104984
67,105004
68,105007
69,105033
70,105087
71,105129
72,105142
73,105146
74,105157
75,105168
76,105169
77,105201
78,105240
79,105253
80,105255
81,105276
82,105303
83,105307
84,105325
85,105343
86,105348
87,105360
88,105363
89,105377
90,105381
91,105390
92,105399
93,105403
94,105404
95,105455
96,105466
97,105471
98,105480
99,105496
100,105519
101,105550
102,105596
103,105597
104,105638
105,105673
106,105676
107,105690
108,105691
109,105725
110,105726
111,105734
112,105742
113,105757
114,105758
115,105778
116,105780
117,105811
118,105820
119,105826
120,105885
121,105899
122,105900
123,105907
124,105910
125,105918
126,105926
127,105957
128,105960
129,105962
130,105968
131,105981
132,105991
133,106006
134,106030
135,106052
136,106054
137,106060
138,106081
139,106093
140,106096
141,106109
142,106114
143,106173
144,106174
145,106189
146,106201
147,106220
148,106247
149,106256
150,106266
151,106274
152,106275
153,106278
154,106311
155,106332
156,106357
157,106375
158,106417
159,106422
160,106435
161,106442
162,106457
163,106466
164,106482
165,106487
166,106490
167,106505
168,106508
169,106595
170,106609
171,106616
172,106628
173,106631
174,106661
175,106682
176,106699
177,106721
178,106741
179,106746
180,106750
181,106759
182,106766
183,106772
184,106788
185,106789
186,106793
187,106802
188,106806
189,106838
190,106847
191,106920
192,106928
193,106931
194,106940
195,106960
196,106975
197,106993
198,107022
199,107038
200,107063
201,107068
202,107069
203,107105
204,107118
205,107126
206,107144
207,107145
208,107151
209,107156
210,107160
211,107173
212,107208
213,107209
214,107235
215,107269
216,107272
217,107283
218,107303
219,107306
220,107322
221,107341
222,107342
223,107344
224,107346
225,107364
226,107382
227,107390
228,107412
229,107447
230,107463
231,107502
232,107518
233,107545
234,107563
235,107584
236,107588
237,107590
238,107599
239,107615
240,107649
241,107650
242,107664
243,107689
244,107717
245,107719
246,107738
247,107740
248,107745
249,107758
250,107785
251,107794
252,107850
253,107876
254,107880
255,107896
256,107911
257,107913
258,107922
259,107926
260,107940
261,107949
262,107959
263,107965
264,107971
265,107978
266,107982
267,107994
