,0
0,249
1,361
2,728
3,793
4,816
5,824
6,1252
7,1588
8,2288
9,2748
10,2993
11,5845
12,6210
13,6857
14,8096
15,8158
16,8361
17,14268
18,14559
19,15007
20,18835
21,19585
22,21274
23,22875
24,27240
25,29278
26,30177
27,37550
28,41353
29,42578
30,46217
31,104068
32,104517
33,104518
34,104536
35,104550
36,104559
37,104581
38,104596
39,104604
40,104636
41,104652
42,104677
43,104690
44,104702
45,104726
46,104751
47,104759
48,104784
49,104859
50,104862
51,104863
52,104864
53,104870
54,104889
55,104931
56,104936
57,104942
58,104948
59,104949
60,104950
61,104951
62,104952
63,104973
64,104983
65,104984
66,105004
67,105007
68,105033
69,105087
70,105129
71,105142
72,105146
73,105157
74,105168
75,105169
76,105201
77,105240
78,105253
79,105255
80,105276
81,105303
82,105307
83,105325
84,105343
85,105348
86,105360
87,105363
88,105377
89,105381
90,105390
91,105399
92,105403
93,105404
94,105455
95,105466
96,105471
97,105480
98,105496
99,105519
100,105550
101,105596
102,105597
103,105638
104,105673
105,105676
106,105690
107,105691
108,105725
109,105726
110,105734
111,105742
112,105757
113,105758
114,105778
115,105780
116,105811
117,105820
118,105826
119,105885
120,105899
121,105900
122,105907
123,105910
124,105918
125,105926
126,105957
127,105960
128,105962
129,105968
130,105981
131,105991
132,106006
133,106030
134,106052
135,106054
136,106081
137,106093
138,106096
139,106109
140,106114
141,106173
142,106174
143,106189
144,106201
145,106220
146,106247
147,106256
148,106266
149,106274
150,106275
151,106278
152,106311
153,106332
154,106357
155,106375
156,106417
157,106422
158,106435
159,106442
160,106457
161,106466
162,106482
163,106487
164,106490
165,106505
166,106508
167,106595
168,106609
169,106616
170,106628
171,106631
172,106661
173,106682
174,106699
175,106721
176,106741
177,106746
178,106750
179,106759
180,106766
181,106772
182,106788
183,106789
184,106793
185,106802
186,106806
187,106838
188,106847
189,106920
190,106928
191,106931
192,106940
193,106960
194,106975
195,106993
196,107022
197,107038
198,107063
199,107068
200,107069
201,107105
202,107118
203,107126
204,107144
205,107145
206,107151
207,107156
208,107160
209,107173
210,107208
211,107235
212,107269
213,107272
214,107283
215,107303
216,107306
217,107322
218,107341
219,107342
220,107344
221,107346
222,107364
223,107382
224,107390
225,107412
226,107447
227,107463
228,107502
229,107518
230,107545
231,107563
232,107584
233,107588
234,107590
235,107599
236,107615
237,107649
238,107650
239,107689
240,107717
241,107719
242,107738
243,107740
244,107745
245,107758
246,107785
247,107794
248,107876
249,107880
250,107896
251,107911
252,107913
253,107922
254,107926
255,107940
256,107949
257,107959
258,107965
259,107971
260,107978
261,107982
262,107994
263,108016
264,108017
265,108023
266,108028
267,108069
268,108086
269,108100
270,108153
271,108211
272,108254
273,108255
274,108257
275,108260
276,108262
277,108264
278,108271
279,108272
280,108281
281,108369
282,108380
283,108417
284,108467
285,108468
286,108477
287,108516
288,108518
289,108526
290,108547
291,108559
292,108586
293,108601
294,108633
295,108637
296,108652
297,108654
298,108668
299,108676
300,108679
301,108711
302,108726
303,108744
304,108803
305,108805
306,108831
307,108857
308,108858
309,108860
310,108881
311,108894
312,108905
313,108928
314,108982
315,108989
316,108994
317,109001
318,109002
319,109008
320,109134
321,109171
322,109239
323,109242
324,109278
325,109307
326,109310
327,109319
328,109330
329,109335
330,109358
331,109380
332,109457
333,109530
334,109570
335,109596
336,109604
337,109605
338,109608
339,109651
340,109678
341,109684
342,109688
343,109720
344,109767
345,109775
346,109807
347,109846
348,109856
349,109876
350,109918
351,109939
352,109948
353,109962
354,109971
355,109979
356,109981
357,110003
358,110026
359,110031
360,110093
361,110130
362,110148
363,110163
364,110181
365,110186
366,110207
367,110209
368,110213
369,110242
370,110264
371,110270
372,110281
373,110342
374,110347
375,110351
376,110353
377,110371
378,110379
379,110391
380,110429
381,110441
382,110453
383,110473
384,110489
385,110497
386,110522
387,110550
388,110557
389,110562
390,110577
391,110590
392,110631
393,110637
394,110638
395,110656
396,110657
397,110658
398,110663
399,110672
400,110676
401,110682
402,110689
403,110696
404,110757
405,110783
406,110791
407,110812
408,110858
409,110862
410,110877
411,110897
412,110901
413,110933
414,110946
415,111042
416,111043
417,111069
418,111128
419,111135
420,111147
421,111162
422,111242
423,111288
424,111289
425,111296
426,111370
427,111441
428,111450
429,111470
430,111497
431,111503
432,111590
433,111604
434,111705
435,111731
436,111740
437,111756
438,111776
439,111787
440,111838
441,111845
442,111883
443,111888
444,111912
445,111944
446,111998
447,112016
448,112084
449,112099
450,112112
451,112192
452,112221
453,112226
454,112337
455,112379
456,112487
457,112493
458,112496
459,112500
460,112552
461,112753
462,112758
463,113013
464,113042
465,113128
466,113189
467,113203
468,113209
469,113246
470,113308
471,113400
472,113539
473,113592
474,113606
475,113608
476,113609
477,113638
478,113661
479,113851
480,113926
481,113931
482,114173
483,114310
484,114531
485,114537
486,114575
487,114626
488,114649
489,114671
490,114687
491,114877
492,115060
493,115079
494,115119
495,115167
496,115197
497,115220
498,115324
499,115332
500,115443
501,115785
502,115959
503,116048
504,116165
505,116176
506,116569
507,116574
508,116761
509,116850
510,116882
511,116959
512,117011
513,117040
514,117050
515,117198
516,117201
517,117590
518,117756
519,117863
520,117884
521,117962
522,118059
523,118156
524,118333
525,118404
526,118484
527,118608
528,118682
529,118729
530,118923
531,119033
532,119043
533,119126
534,119128
535,119135
536,119174
537,119232
538,119278
539,119290
540,119467
541,119531
542,119537
543,119576
544,119598
545,119813
546,119840
547,120107
548,120361
549,120410
550,120440
551,120459
552,120462
553,120533
