,0
0,157216
1,314119
2,284959
3,300956
4,309765
5,310214
6,313308
7,330039
8,302068
9,165345
10,269928
11,310136
12,162461
13,161930
14,319399
15,328555
16,289165
17,319424
18,161092
19,316487
20,322087
21,299534
22,297626
23,298029
24,160515
25,321232
26,287923
27,160900
28,289087
29,308938
30,162652
31,315256
32,314513
33,324735
34,324979
35,159746
36,171174
37,323538
38,314905
39,329357
40,324330
41,163005
42,152244
43,161796
44,162463
45,162041
46,168427
47,289786
48,299903
49,165365
50,174311
51,326828
52,329751
53,161920
54,330779
55,188519
56,309959
57,328031
58,309465
59,283298
60,326882
61,318277
62,315503
63,311206
64,291942
65,315330
66,300608
67,328822
68,290704
69,328978
70,160677
71,308380
72,163520
73,170221
74,300974
75,326759
76,157501
77,317447
78,307665
79,320731
80,164965
81,282922
82,163201
83,317820
84,330049
85,308165
86,304571
87,166274
88,170169
89,289964
90,328576
91,160112
92,166302
93,289991
94,171083
95,125053
96,159568
97,175414
98,293867
99,312765
100,315894
101,317681
102,331819
103,289442
104,173927
105,174123
106,331599
107,162015
108,301889
109,162830
110,160993
111,323052
112,308878
113,161513
114,287752
115,157289
116,317100
117,160633
118,319574
119,327755
120,283436
121,171870
122,323231
123,321920
124,161676
125,298267
126,332205
127,330520
128,288681
129,316609
130,325472
131,313723
132,157246
133,164104
134,226602
135,319009
136,161620
137,324994
138,310303
139,174076
140,166680
141,243789
142,162788
143,162113
144,326115
145,299870
146,306949
147,290337
148,271036
149,322751
150,313542
151,307630
152,318832
153,291388
154,318337
155,326456
156,329020
157,164063
158,312616
159,163260
160,315071
161,162345
162,298933
163,177528
164,317184
165,327954
166,313952
167,282368
168,328919
169,310726
170,163667
171,317404
172,327298
173,315099
174,326349
175,286664
176,328368
177,161827
178,314354
179,324017
180,282513
181,319450
182,322847
183,306900
184,309510
185,162154
186,323298
187,117815
188,329868
189,325776
190,283132
191,165827
192,284381
193,297656
194,326314
195,308933
196,173088
197,323771
198,313693
199,157922
200,163090
201,329933
202,293249
203,289569
204,294882
205,162989
206,161847
207,301966
208,299567
209,308475
210,163881
211,299843
212,309384
213,327556
214,329232
215,329815
216,161447
217,172833
218,323953
219,313330
220,308978
221,317080
222,330178
223,312046
224,324939
225,166493
226,324710
227,162513
228,300911
229,327638
230,163181
231,317910
232,284664
233,306018
234,281571
235,327071
236,161685
237,163586
238,296897
239,162116
240,330705
241,332436
242,286267
243,162760
244,327719
245,297739
246,318767
247,308415
248,328384
249,331743
250,163334
251,162533
252,284798
253,163364
254,171814
255,316164
256,309488
257,167937
258,300404
259,319569
260,323481
261,298710
262,159838
263,325870
264,174132
265,321956
266,138648
267,329964
268,328661
269,305456
270,329408
271,321150
272,294007
273,289341
274,299690
275,312847
276,160994
277,167850
278,326636
279,330253
280,327955
281,295647
282,314073
283,296502
284,327782
285,317436
286,170971
287,319057
288,163866
289,323607
290,322243
291,175090
292,308981
293,319138
294,283875
295,312931
296,172817
297,306736
298,329198
299,282494
300,307143
301,285951
302,298455
303,322180
304,285491
305,315272
306,327952
307,312023
308,331676
309,163395
310,288228
311,326031
312,292364
313,301716
314,312506
315,162089
316,307383
317,312011
318,161103
319,324180
320,310675
321,321928
322,299325
323,324793
324,161890
325,311866
326,331166
327,147740
328,297085
329,172471
330,158075
331,161912
332,289173
333,311659
334,282191
335,160989
336,175227
337,170704
338,331797
339,288264
340,158461
341,294326
342,288186
343,318906
344,284800
345,306610
346,288752
347,318627
348,325478
349,301473
350,298873
351,163354
352,324683
353,175221
354,284169
355,293295
356,300468
357,318923
358,295204
359,163176
360,163492
361,301196
362,317079
363,163541
364,308516
365,316886
366,282493
367,297509
368,164246
369,167803
370,326598
371,286156
372,315283
373,300127
374,308051
375,283782
376,162052
377,139113
378,170056
379,328741
380,304394
381,305335
382,175074
383,163281
384,289041
385,319285
386,326505
387,320814
388,329738
389,161708
390,166518
391,327736
392,138096
393,138127
394,296997
395,328651
396,161172
397,219517
398,160888
399,163056
400,329118
401,306197
402,295530
403,331557
404,300907
405,323827
406,329163
407,305778
408,155462
409,162935
410,285450
411,281872
412,167624
413,161911
414,315605
415,162910
416,329712
417,327181
418,325420
419,315214
420,325380
421,282081
422,322996
423,300838
424,321185
425,313697
426,292514
427,311770
428,319583
429,294719
430,311024
431,153674
432,161885
433,319073
434,289448
435,307020
436,331170
437,173654
438,305978
439,329084
440,140986
441,163087
442,321649
443,165773
444,282411
445,162376
446,315668
447,332012
448,167950
449,324444
450,328405
451,308490
452,162119
453,301096
454,322511
455,309929
456,304741
457,328374
458,310806
459,287492
460,166573
461,173793
462,319605
463,312396
464,162122
465,311187
466,162511
467,298424
468,331628
469,311837
470,330077
471,305085
472,321781
473,163649
474,269899
475,161747
476,282917
477,159168
478,314984
479,137537
480,298430
481,283621
482,289876
483,161052
484,321188
485,291230
486,327106
487,326487
488,282525
489,311027
490,315295
491,281114
492,332915
493,281220
494,163119
495,291128
496,301859
497,310931
498,328500
499,162019
500,316630
501,286141
502,173189
503,301280
504,322383
505,164313
506,325177
507,290647
508,332228
509,309328
510,317142
511,331955
512,161838
513,316569
514,167059
515,300051
516,317116
517,320686
518,326765
519,323728
520,168504
521,160885
522,300952
523,310909
524,309843
525,318272
526,161739
527,175413
528,311786
529,323774
530,163660
531,314494
532,174033
533,325307
534,315808
535,163477
536,319739
537,161248
538,326471
539,161817
540,330003
541,310599
542,161136
543,287636
544,300995
545,162050
546,160264
547,310491
548,317467
549,174084
550,287662
551,329991
552,301351
553,327957
554,298486
555,300450
556,328881
557,163377
558,308886
559,313241
560,332656
561,330392
562,283001
563,305848
564,328366
565,164338
566,310575
567,323080
568,301994
569,161857
570,296794
571,172028
572,163688
573,321050
574,306957
575,331202
576,291857
577,161371
578,330736
579,163513
580,314734
581,316482
582,323733
583,173816
584,323189
585,323900
586,161592
587,164152
588,300688
589,301033
590,170952
591,321970
592,292536
593,313288
594,332579
595,162959
596,329709
597,329421
598,329744
599,289885
600,297392
601,292273
602,292555
603,329560
604,172667
605,321068
606,162659
607,307841
608,170477
609,298224
610,294792
611,284492
612,282101
613,281565
614,318372
615,161813
616,324162
617,300580
618,162124
619,170947
620,323105
621,332110
622,316330
623,332724
624,163142
625,290649
626,315206
627,326574
628,327647
629,282722
630,326650
631,287804
632,308128
633,162301
634,160881
635,162253
636,168123
637,165691
638,173004
639,298903
640,322004
641,311859
642,331197
643,315640
644,294383
645,329892
646,286525
647,306495
648,313278
649,326790
650,325402
651,317384
652,323089
653,319245
654,322239
655,326502
656,309472
657,281120
658,300655
659,163102
660,288536
661,172635
662,160391
663,282546
664,316850
665,326000
666,161485
667,288042
668,328245
669,164128
670,307488
671,287890
672,168499
673,285984
674,162566
675,315839
676,173662
677,287640
678,304493
679,326444
680,162937
681,332474
682,160573
683,284364
684,331670
685,300668
686,317056
687,330557
688,163375
689,320685
690,290380
691,329312
692,331815
693,282352
694,175510
695,283090
696,315508
697,161213
698,327080
699,311832
700,167928
701,283977
702,306277
703,311065
704,330301
705,281523
706,313429
707,173743
708,318340
709,163710
710,283265
711,323970
712,327160
713,329316
714,306955
715,310564
716,163175
717,309566
718,136937
719,168169
720,327037
721,329740
722,320810
723,318250
724,329370
725,332289
726,325205
727,330536
728,314339
729,297826
730,277074
731,159970
732,191513
733,287541
734,325699
735,281171
736,296621
737,281047
738,326205
739,160069
740,226516
741,297544
742,326533
743,325186
744,325520
745,165503
746,331645
747,168962
748,172145
749,144453
750,322702
751,166751
752,161031
753,311115
754,283883
755,321729
756,331373
757,285774
758,138552
759,287858
760,169160
761,327941
762,316494
763,159488
764,313751
765,322338
766,326746
767,166060
768,323886
769,162978
770,307463
771,312609
772,306138
773,288073
774,293352
775,314518
776,308389
777,321815
778,330591
779,310083
780,172713
781,300157
782,171092
783,162914
784,321192
785,298750
786,331574
787,162263
788,330277
789,316853
790,286277
791,316373
792,316797
793,311728
794,308361
795,330407
796,319023
797,175363
798,315981
799,315878
800,307981
801,160118
802,162141
803,285906
804,290566
805,285618
806,322333
807,164231
808,282210
809,332641
810,282157
811,313990
812,331761
813,163335
814,317220
815,291547
816,331555
817,327911
818,288423
819,326987
820,319734
821,217512
822,288136
823,285726
824,186512
825,288628
826,169534
827,286361
828,309103
829,172104
830,175069
831,304948
832,332567
833,327695
834,165430
835,313971
836,328403
837,297551
838,314347
839,328210
840,172645
841,322446
842,312735
843,306950
844,307367
845,317752
846,173422
847,327143
848,329251
849,289026
850,321202
851,322098
852,325912
853,331965
854,172512
855,282000
856,314186
857,307843
858,159877
859,331506
860,306103
861,287867
862,162285
863,329977
864,307080
865,314169
866,326783
867,282790
868,305863
869,311820
870,310109
871,162406
872,306916
873,321155
874,325814
875,302017
876,329116
877,329610
878,305415
879,291118
880,163299
881,130152
882,317255
883,323933
884,162290
885,323329
886,312613
887,160496
888,313054
889,283529
890,281765
891,323680
892,283371
893,286047
894,160328
895,291512
896,309667
897,159774
898,315764
899,331485
900,174282
901,305897
902,161737
903,161805
904,295197
905,149744
906,160550
907,162127
908,284542
909,289446
910,297342
911,329531
912,129769
913,323522
914,326613
915,170595
916,314285
917,298264
918,190513
919,163191
920,162093
921,173702
922,166897
923,331251
924,298534
925,163018
926,165475
927,307073
928,162925
929,307535
930,172397
931,146896
932,163068
933,330281
934,328218
935,324408
936,331097
937,304552
938,331766
939,163233
940,174219
941,306098
942,321060
943,316685
944,328223
945,331849
946,315124
947,324856
948,297191
949,310686
950,304564
951,331679
952,300001
953,162943
954,309705
955,319181
956,165312
957,309268
958,287764
959,288032
960,171606
961,160070
962,305065
963,167870
964,318831
965,162286
966,162312
967,285540
968,321758
969,308019
970,331287
971,135545
972,226647
973,162938
974,331158
975,322319
976,308885
977,314377
978,325030
979,327997
980,163661
981,329539
982,299332
983,312935
984,288140
985,309944
986,306543
987,304233
988,162657
989,160101
990,173651
991,174360
992,316520
993,329645
994,315994
995,316219
996,158592
997,328660
998,332885
999,167192
1000,288138
1001,284573
1002,314598
1003,299803
1004,321965
1005,330148
1006,308908
1007,326735
1008,323552
1009,174731
1010,312360
1011,162336
1012,161594
1013,162586
1014,161292
1015,164614
1016,319572
1017,163037
1018,322442
1019,164242
1020,209514
1021,299478
1022,162791
1023,310061
1024,308394
1025,160522
1026,326807
1027,294412
1028,297212
1029,329398
1030,283272
1031,291239
1032,163489
1033,284180
1034,318891
1035,297483
1036,291756
1037,301113
1038,322778
1039,327084
1040,167493
1041,283349
1042,326806
1043,164034
1044,162000
1045,288739
1046,326119
1047,332554
1048,316496
1049,304960
1050,314036
1051,325968
1052,291870
1053,312920
1054,314021
1055,282721
1056,314029
1057,313437
1058,159866
1059,166508
1060,283173
1061,283519
1062,319487
1063,162108
1064,281327
1065,286114
1066,282442
1067,162710
1068,320932
1069,161903
1070,326570
1071,175454
1072,163182
1073,328121
1074,161179
1075,315034
1076,282849
1077,327959
1078,283136
1079,158333
1080,299958
1081,162064
1082,322223
1083,305520
1084,121742
1085,162361
1086,163478
1087,283646
1088,323691
1089,161863
1090,164135
1091,310400
1092,163236
1093,161887
1094,324159
1095,163664
1096,306608
1097,311862
1098,331061
1099,281148
1100,311972
1101,170205
1102,327811
1103,292571
1104,323204
1105,162711
1106,309115
1107,125929
1108,307808
1109,322019
1110,330530
1111,299417
1112,160848
1113,162869
1114,327693
1115,163297
1116,169079
1117,299671
1118,326413
1119,307333
1120,301061
1121,330294
1122,163002
1123,171759
1124,307701
1125,329183
1126,283164
1127,174037
1128,301210
1129,327650
1130,325369
1131,161055
1132,317145
1133,324547
1134,168055
1135,330061
1136,162759
1137,324468
1138,312590
1139,148181
1140,175237
1141,284424
1142,324009
1143,316211
1144,284853
1145,305564
1146,306044
1147,313937
1148,319266
1149,322958
1150,277102
1151,326677
1152,328285
1153,159723
1154,314487
1155,314621
1156,323275
1157,285321
1158,290187
1159,330514
1160,163630
1161,300989
1162,328200
1163,318814
1164,305846
1165,305151
1166,161384
1167,299748
1168,288251
1169,162853
1170,308064
1171,162832
1172,174588
1173,316039
1174,163227
1175,296787
1176,325662
1177,328628
1178,289031
1179,166004
1180,311535
1181,292773
1182,167770
1183,332288
1184,321913
1185,322285
1186,281136
1187,310495
1188,168265
1189,326916
1190,319020
1191,332893
1192,295160
1193,277151
1194,315576
1195,318254
1196,316885
1197,162838
1198,286481
1199,319283
1200,320788
1201,285530
