,0
0,249
1,361
2,728
3,793
4,824
5,1252
6,1588
7,2288
8,2748
9,2993
10,5845
11,6210
12,6857
13,8158
14,8361
15,14268
16,14559
17,15007
18,19585
19,21274
20,22875
21,22998
22,26455
23,27240
24,29278
25,30177
26,37550
27,41353
28,42578
29,46047
30,46217
31,104068
32,104517
33,104518
34,104536
35,104550
36,104559
37,104581
38,104596
39,104604
40,104636
41,104652
42,104677
43,104690
44,104702
45,104726
46,104751
47,104759
48,104784
49,104859
50,104862
51,104863
52,104864
53,104870
54,104889
55,104931
56,104936
57,104942
58,104948
59,104949
60,104950
61,104951
62,104952
63,104973
64,104983
65,104984
66,105004
67,105007
68,105033
69,105087
70,105129
71,105142
72,105146
73,105157
74,105168
75,105169
76,105201
77,105240
78,105253
79,105255
80,105276
81,105303
82,105307
83,105325
84,105343
85,105348
86,105360
87,105363
88,105377
89,105381
90,105390
91,105399
92,105403
93,105404
94,105455
95,105466
96,105471
97,105480
98,105496
99,105519
100,105550
101,105596
102,105597
103,105638
104,105673
105,105676
106,105690
107,105691
108,105725
109,105726
110,105734
111,105742
112,105757
113,105758
114,105778
115,105780
116,105811
117,105820
118,105826
119,105885
120,105899
121,105900
122,105907
123,105910
124,105918
125,105926
126,105957
127,105960
128,105962
129,105968
130,105981
131,105991
132,106006
133,106030
134,106052
135,106054
136,106081
137,106093
138,106096
139,106109
140,106114
141,106174
142,106189
143,106201
144,106220
145,106247
146,106266
147,106274
148,106275
149,106278
150,106311
151,106332
152,106357
153,106375
154,106417
155,106422
156,106457
157,106466
158,106482
159,106487
160,106490
161,106505
162,106508
163,106595
164,106609
165,106616
166,106628
167,106631
168,106661
169,106682
170,106699
171,106721
172,106746
173,106750
174,106772
175,106788
176,106789
177,106793
178,106806
179,106838
180,106847
181,106920
182,106928
183,106931
184,106940
185,106960
186,106975
187,106993
188,107022
189,107027
190,107038
191,107068
192,107069
193,107105
194,107118
195,107126
196,107144
197,107145
198,107151
199,107160
200,107173
201,107208
202,107235
203,107269
204,107272
205,107283
206,107303
207,107306
208,107309
209,107322
210,107341
211,107342
212,107346
213,107364
214,107382
215,107390
216,107412
217,107447
218,107463
219,107502
220,107518
221,107545
222,107563
223,107584
224,107588
225,107590
226,107599
227,107649
228,107650
229,107689
230,107717
231,107738
232,107740
233,107745
234,107758
235,107785
236,107794
237,107876
238,107880
239,107896
240,107911
241,107913
242,107922
243,107926
244,107940
245,107949
246,107959
247,107965
248,107971
249,107978
250,107982
251,107994
252,108016
253,108017
254,108023
255,108028
256,108069
257,108086
258,108100
259,108153
260,108211
261,108254
262,108255
263,108257
264,108260
265,108262
266,108264
267,108271
268,108272
269,108281
270,108369
271,108380
272,108417
273,108467
274,108468
275,108477
276,108516
277,108518
278,108526
279,108547
280,108561
281,108586
282,108601
283,108633
284,108637
285,108652
286,108654
287,108668
288,108676
289,108679
290,108711
291,108726
292,108744
293,108803
294,108805
295,108831
296,108857
297,108860
298,108881
299,108894
300,108905
301,108928
302,108982
303,108989
304,108994
305,109001
306,109002
307,109008
308,109116
309,109134
310,109171
311,109239
312,109242
313,109278
314,109307
315,109310
316,109319
317,109330
318,109335
319,109358
320,109380
321,109457
322,109530
323,109534
324,109570
325,109596
326,109604
327,109605
328,109608
329,109678
330,109684
331,109688
332,109720
333,109767
334,109775
335,109788
336,109807
337,109846
338,109856
339,109876
340,109918
341,109939
342,109948
343,109962
344,109979
345,109981
346,110003
347,110026
348,110031
349,110093
350,110130
351,110148
352,110163
353,110181
354,110186
355,110207
356,110209
357,110213
358,110242
359,110264
360,110270
361,110281
362,110342
363,110347
364,110351
365,110353
366,110371
367,110379
368,110391
369,110429
370,110441
371,110453
372,110473
373,110489
374,110497
375,110550
376,110557
377,110562
378,110577
379,110590
380,110631
381,110637
382,110638
383,110656
384,110657
385,110658
386,110663
387,110672
388,110676
389,110682
390,110689
391,110696
392,110750
393,110757
394,110783
395,110791
396,110812
397,110858
398,110862
399,110877
400,110897
401,110901
402,110933
403,110946
404,111042
405,111043
406,111052
407,111069
408,111128
409,111135
410,111147
411,111162
412,111242
413,111288
414,111289
415,111296
416,111370
417,111441
418,111450
419,111452
420,111470
421,111497
422,111503
423,111590
424,111604
425,111705
426,111731
427,111740
428,111756
429,111765
430,111776
431,111787
432,111838
433,111845
434,111883
435,111888
436,111912
437,111944
438,111998
439,112016
440,112084
441,112099
442,112112
443,112192
444,112221
445,112226
446,112337
447,112379
448,112487
449,112493
450,112496
451,112500
452,112552
453,112753
454,112758
455,113013
456,113042
457,113128
458,113189
459,113203
460,113209
461,113246
462,113308
463,113400
464,113539
465,113592
466,113606
467,113608
468,113609
469,113638
470,113661
471,113851
472,113926
473,113931
474,114173
475,114310
476,114531
477,114537
478,114575
479,114626
480,114649
481,114671
482,114687
483,114877
484,115060
485,115079
486,115119
487,115167
488,115197
489,115220
490,115324
491,115332
492,115443
493,115700
494,115785
495,115959
496,116048
497,116165
498,116176
499,116569
500,116574
501,116761
502,116850
503,116882
504,116959
505,117011
506,117040
507,117050
508,117198
509,117201
510,117590
511,117756
512,117863
513,117884
514,117962
515,118059
516,118156
517,118333
518,118404
519,118484
520,118608
521,118682
522,118729
523,118923
524,119033
525,119043
526,119126
527,119128
528,119135
529,119174
530,119232
531,119278
532,119290
533,119467
534,119531
535,119537
536,119576
537,119598
538,119813
539,119840
540,120107
541,120361
542,120410
543,120440
544,120459
545,120462
546,120533
547,120545
548,120663
549,120780
550,120783
551,120934
552,120936
553,121168
